date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:28:34	108668/108668	---M--	200	added ('OK')	image/png	etag:%221a87c-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/opensips2.png	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/opensips2.png	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/sip_manual.html)
16:28:34	763/763	---M-Z	200	added ('OK')	text/plain	etag:%222fb-5e95289ac7bbf-gzip%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/04-maskrom_mode.md.txt	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/04-maskrom_mode.md.txt	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/04-maskrom_mode.html)
16:28:34	1345/1345	---M-Z	200	added ('OK')	text/plain	etag:%22541-5e95289bf484d-gzip%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/loader_mode.md.txt	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/loader_mode.md.txt	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/loader_mode.html)
16:28:35	5407/5407	---M-Z	200	added ('OK')	text/plain	etag:%22151f-5e95289b08302-gzip%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/Windows_upgrade_firmware.md.txt	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/Windows_upgrade_firmware.md.txt	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/Windows_upgrade_firmware.html)
16:28:35	22035/22035	---M--	200	added ('OK')	image/jpeg	etag:%225613-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/upgrade_firmware_install_RK_USB.jpg	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/upgrade_firmware_install_RK_USB.jpg	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/Windows_upgrade_firmware.html)
16:28:36	103609/103609	---M--	200	added ('OK')	image/jpeg	etag:%22194b9-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/upgrade_firmware_new_equipment.jpg	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/upgrade_firmware_new_equipment.jpg	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/Windows_upgrade_firmware.html)
16:28:36	103255/103255	---M--	200	added ('OK')	image/jpeg	etag:%2219357-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/upgrade_firmware_androidtool.jpg	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/upgrade_firmware_androidtool.jpg	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/Windows_upgrade_firmware.html)
16:28:37	57925/57925	---M--	200	added ('OK')	image/jpeg	etag:%22e245-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/upgrade_firmware_erase_flash.jpg	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/upgrade_firmware_erase_flash.jpg	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/Windows_upgrade_firmware.html)
16:28:37	31118/31118	---M--	200	added ('OK')	image/jpeg	etag:%22798e-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/upgrade_downloadfail.jpg	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/upgrade_downloadfail.jpg	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/Windows_upgrade_firmware.html)
16:28:37	4701/4701	---M-Z	200	added ('OK')	text/plain	etag:%22125d-5e95289aedd21-gzip%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/Linux_upgrade_firmware.md.txt	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/Linux_upgrade_firmware.md.txt	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/Linux_upgrade_firmware.html)
